variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,desconocido-gr00114,1,0,0.0000
residencia_grupo,desconocido-gr00115,1,0,0.0000
residencia_grupo,desconocido-gr00117,1,1,100.0000
residencia_grupo,desconocido-gr00118,2,0,0.0000
residencia_grupo,desconocido-gr00119,1,1,100.0000
residencia_grupo,desconocido-gr00120,1,1,100.0000
residencia_grupo,desconocido-gr00121,4,1,25.0000
residencia_grupo,desconocido-gr00122,3,2,66.6667
residencia_grupo,desconocido-gr00124,1,1,100.0000
residencia_grupo,desconocido-gr00128,2,0,0.0000
residencia_grupo,desconocido-gr00129,2,0,0.0000
residencia_grupo,desconocido-gr00130,4,2,50.0000
residencia_grupo,desconocido-gr00132,1,1,100.0000
residencia_grupo,desconocido-gr00134,2,1,50.0000
residencia_grupo,desconocido-gr00135,1,0,0.0000
residencia_grupo,desconocido-gr00136,4,1,25.0000
residencia_grupo,desconocido-gr00137,5,0,0.0000
residencia_grupo,desconocido-gr00139,3,2,66.6667
residencia_grupo,desconocido-gr00140,4,1,25.0000
residencia_grupo,desconocido-gr00142,1,0,0.0000
residencia_grupo,desconocido-gr00144,1,1,100.0000
residencia_grupo,desconocido-gr00146,2,1,50.0000
residencia_grupo,desconocido-gr00147,1,0,0.0000
residencia_grupo,desconocido-gr00148,2,1,50.0000
residencia_grupo,desconocido-gr00150,4,0,0.0000
residencia_grupo,desconocido-gr00151,3,0,0.0000
residencia_grupo,desconocido-gr00152,2,2,100.0000
residencia_grupo,desconocido-gr00153,4,0,0.0000
residencia_grupo,desconocido-gr00156,3,0,0.0000
residencia_grupo,desconocido-gr00157,2,0,0.0000
residencia_grupo,desconocido-gr00159,2,1,50.0000
residencia_grupo,desconocido-gr00160,3,2,66.6667
residencia_grupo,desconocido-gr00161,1,0,0.0000
residencia_grupo,desconocido-gr00162,1,0,0.0000
residencia_grupo,desconocido-gr00164,1,1,100.0000
residencia_grupo,desconocido-gr00165,3,0,0.0000
residencia_grupo,desconocido-gr00166,3,0,0.0000
residencia_grupo,desconocido-gr00167,4,1,25.0000
residencia_grupo,desconocido-gr00168,3,1,33.3333
residencia_grupo,desconocido-gr00172,1,1,100.0000
residencia_grupo,desconocido-gr00173,1,1,100.0000
residencia_grupo,desconocido-gr00174,1,0,0.0000
residencia_grupo,desconocido-gr00175,1,0,0.0000
residencia_grupo,desconocido-gr00176,3,0,0.0000
residencia_grupo,desconocido-gr00177,1,0,0.0000
residencia_grupo,desconocido-gr00178,3,0,0.0000
residencia_grupo,desconocido-gr00179,3,1,33.3333
residencia_grupo,desconocido-gr00181,1,1,100.0000
residencia_grupo,desconocido-gr00184,3,0,0.0000
residencia_grupo,desconocido-gr00186,1,0,0.0000
residencia_grupo,desconocido-gr00188,2,0,0.0000
residencia_grupo,desconocido-gr00190,2,0,0.0000
residencia_grupo,desconocido-gr00191,1,0,0.0000
residencia_grupo,desconocido-gr00194,2,1,50.0000
residencia_grupo,desconocido-gr00195,3,1,33.3333
residencia_grupo,desconocido-gr00196,2,0,0.0000
residencia_grupo,desconocido-gr00199,2,1,50.0000
residencia_grupo,desconocido-gr00200,1,0,0.0000
residencia_grupo,desconocido-gr00201,2,2,100.0000
residencia_grupo,desconocido-gr00202,1,1,100.0000
residencia_grupo,desconocido-gr00205,1,1,100.0000
residencia_grupo,desconocido-gr00206,2,0,0.0000
residencia_grupo,desconocido-gr00207,1,0,0.0000
residencia_grupo,desconocido-gr00208,1,0,0.0000
residencia_grupo,desconocido-gr00209,1,1,100.0000
residencia_grupo,desconocido-gr00210,1,1,100.0000
residencia_grupo,desconocido-gr00211,1,1,100.0000
residencia_grupo,desconocido-gr00214,3,0,0.0000
residencia_grupo,desconocido-gr00215,1,0,0.0000
residencia_grupo,desconocido-gr00217,2,1,50.0000
residencia_grupo,desconocido-gr00218,3,0,0.0000
residencia_grupo,desconocido-gr00219,1,0,0.0000
residencia_grupo,desconocido-gr00220,2,0,0.0000
residencia_grupo,desconocido-gr00221,4,2,50.0000
residencia_grupo,desconocido-gr00222,1,0,0.0000
residencia_grupo,desconocido-gr00223,3,1,33.3333
residencia_grupo,desconocido-gr00224,3,1,33.3333
residencia_grupo,desconocido-gr00225,2,1,50.0000
residencia_grupo,desconocido-gr00226,1,0,0.0000
residencia_grupo,desconocido-gr00227,5,1,20.0000
residencia_grupo,desconocido-gr00228,1,0,0.0000
residencia_grupo,desconocido-gr00230,2,0,0.0000
residencia_grupo,desconocido-gr00232,2,1,50.0000
residencia_grupo,desconocido-gr00233,1,0,0.0000
residencia_grupo,desconocido-gr00234,3,1,33.3333
residencia_grupo,desconocido-gr00235,1,0,0.0000
residencia_grupo,desconocido-gr00236,2,0,0.0000
residencia_grupo,desconocido-gr00238,3,0,0.0000
residencia_grupo,desconocido-gr00240,1,0,0.0000
residencia_grupo,desconocido-gr00241,1,1,100.0000
residencia_grupo,desconocido-gr00242,3,1,33.3333
residencia_grupo,desconocido-gr00243,5,1,20.0000
residencia_grupo,desconocido-gr00244,2,0,0.0000
residencia_grupo,desconocido-gr00245,3,0,0.0000
residencia_grupo,desconocido-gr00246,1,0,0.0000
residencia_grupo,desconocido-gr00247,4,0,0.0000
residencia_grupo,desconocido-gr00248,1,0,0.0000
residencia_grupo,desconocido-gr00249,4,4,100.0000
residencia_grupo,desconocido-gr00250,4,0,0.0000
residencia_grupo,desconocido-gr00251,1,0,0.0000
residencia_grupo,desconocido-gr00256,1,1,100.0000
residencia_grupo,desconocido-gr00257,1,1,100.0000
residencia_grupo,desconocido-gr00258,1,0,0.0000
residencia_grupo,desconocido-gr00259,2,0,0.0000
residencia_grupo,desconocido-gr00261,2,1,50.0000
residencia_grupo,desconocido-gr00262,4,0,0.0000
residencia_grupo,desconocido-gr00263,1,0,0.0000
residencia_grupo,desconocido-gr00264,3,1,33.3333
residencia_grupo,desconocido-gr00266,1,0,0.0000
residencia_grupo,desconocido-gr00267,3,0,0.0000
residencia_grupo,desconocido-gr00268,2,0,0.0000
residencia_grupo,desconocido-gr00269,1,0,0.0000
residencia_grupo,desconocido-gr00270,1,0,0.0000
residencia_grupo,desconocido-gr00271,2,0,0.0000
residencia_grupo,desconocido-gr00274,3,0,0.0000
residencia_grupo,desconocido-gr00276,1,0,0.0000
residencia_grupo,desconocido-gr00278,1,1,100.0000
residencia_grupo,desconocido-gr00279,3,0,0.0000
residencia_grupo,desconocido-gr00280,4,0,0.0000
residencia_grupo,desconocido-gr00281,4,0,0.0000
residencia_grupo,desconocido-gr00282,3,2,66.6667
residencia_grupo,desconocido-gr00285,1,0,0.0000
residencia_grupo,desconocido-gr00286,1,1,100.0000
residencia_grupo,desconocido-gr00287,1,1,100.0000
residencia_grupo,desconocido-gr00290,4,1,25.0000
residencia_grupo,desconocido-gr00292,1,1,100.0000
residencia_grupo,desconocido-gr00293,3,1,33.3333
residencia_grupo,desconocido-gr00295,3,0,0.0000
residencia_grupo,desconocido-gr00296,1,1,100.0000
residencia_grupo,desconocido-gr00297,5,0,0.0000
residencia_grupo,desconocido-gr00299,2,1,50.0000
residencia_grupo,desconocido-gr00300,2,0,0.0000
residencia_grupo,desconocido-gr00301,2,0,0.0000
residencia_grupo,desconocido-gr00302,1,0,0.0000
residencia_grupo,desconocido-gr00303,2,1,50.0000
residencia_grupo,desconocido-gr00304,2,0,0.0000
residencia_grupo,desconocido-gr00305,5,1,20.0000
residencia_grupo,desconocido-gr00306,1,1,100.0000
residencia_grupo,desconocido-gr00307,1,1,100.0000
residencia_grupo,desconocido-gr00308,2,0,0.0000
residencia_grupo,desconocido-gr00309,2,1,50.0000
residencia_grupo,desconocido-gr00310,5,3,60.0000
residencia_grupo,desconocido-gr00311,4,1,25.0000
residencia_grupo,desconocido-gr00312,5,0,0.0000
residencia_grupo,desconocido-gr00313,1,0,0.0000
residencia_grupo,desconocido-gr00314,1,1,100.0000
residencia_grupo,desconocido-gr00315,1,0,0.0000
residencia_grupo,desconocido-gr00316,3,1,33.3333
residencia_grupo,desconocido-gr00317,3,0,0.0000
residencia_grupo,desconocido-gr00318,1,1,100.0000
residencia_grupo,desconocido-gr00319,1,0,0.0000
residencia_grupo,desconocido-gr00321,3,0,0.0000
residencia_grupo,desconocido-gr00323,1,0,0.0000
residencia_grupo,desconocido-gr00324,4,2,50.0000
residencia_grupo,desconocido-gr00326,1,1,100.0000
residencia_grupo,desconocido-gr00327,1,1,100.0000
residencia_grupo,desconocido-gr00328,1,1,100.0000
residencia_grupo,desconocido-gr00329,2,0,0.0000
residencia_grupo,desconocido-gr00331,3,1,33.3333
residencia_grupo,desconocido-gr00332,2,0,0.0000
residencia_grupo,desconocido-gr00333,3,1,33.3333
residencia_grupo,desconocido-gr00335,3,0,0.0000
residencia_grupo,desconocido-gr00338,5,3,60.0000
residencia_grupo,desconocido-gr00339,2,0,0.0000
residencia_grupo,desconocido-gr00341,3,1,33.3333
residencia_grupo,desconocido-gr00342,4,1,25.0000
residencia_grupo,desconocido-gr00343,3,0,0.0000
residencia_grupo,desconocido-gr00345,3,0,0.0000
residencia_grupo,desconocido-gr00346,2,0,0.0000
residencia_grupo,desconocido-gr00347,1,0,0.0000
residencia_grupo,desconocido-gr00348,3,1,33.3333
residencia_grupo,desconocido-gr00349,3,0,0.0000
residencia_grupo,desconocido-gr00351,1,0,0.0000
residencia_grupo,desconocido-gr00352,4,1,25.0000
residencia_grupo,desconocido-gr00354,2,0,0.0000
residencia_grupo,desconocido-gr00355,5,0,0.0000
residencia_grupo,desconocido-gr00357,3,1,33.3333
residencia_grupo,desconocido-gr00359,3,0,0.0000
residencia_grupo,desconocido-gr00364,1,1,100.0000
residencia_grupo,desconocido-gr00366,4,0,0.0000
residencia_grupo,desconocido-gr00367,2,1,50.0000
residencia_grupo,desconocido-gr00368,2,0,0.0000
residencia_grupo,desconocido-gr00369,2,0,0.0000
residencia_grupo,desconocido-gr00370,1,0,0.0000
residencia_grupo,desconocido-gr00371,4,1,25.0000
residencia_grupo,desconocido-gr00377,3,0,0.0000
residencia_grupo,desconocido-gr00379,1,1,100.0000
residencia_grupo,desconocido-gr00380,4,1,25.0000
residencia_grupo,desconocido-gr00381,1,0,0.0000
residencia_grupo,desconocido-gr00382,2,0,0.0000
residencia_grupo,desconocido-gr00383,2,0,0.0000
residencia_grupo,desconocido-gr00385,4,1,25.0000
residencia_grupo,desconocido-gr00389,2,1,50.0000
residencia_grupo,desconocido-gr00393,1,1,100.0000
residencia_grupo,desconocido-gr00394,3,1,33.3333
residencia_grupo,desconocido-gr00396,2,0,0.0000
residencia_grupo,desconocido-gr00397,3,0,0.0000
residencia_grupo,desconocido-gr00398,2,1,50.0000
residencia_grupo,desconocido-gr00399,3,1,33.3333
residencia_grupo,desconocido-gr00400,2,1,50.0000
residencia_grupo,desconocido-gr00401,1,0,0.0000
residencia_grupo,desconocido-gr00402,4,1,25.0000
residencia_grupo,desconocido-gr00403,2,0,0.0000
residencia_grupo,desconocido-gr00407,4,0,0.0000
residencia_grupo,desconocido-gr00409,1,0,0.0000
residencia_grupo,desconocido-gr00410,2,0,0.0000
residencia_grupo,desconocido-gr00411,1,1,100.0000
residencia_grupo,desconocido-gr00412,2,2,100.0000
residencia_grupo,desconocido-gr00414,2,1,50.0000
residencia_grupo,desconocido-gr00415,1,1,100.0000
residencia_grupo,desconocido-gr00417,3,1,33.3333
residencia_grupo,desconocido-gr00419,5,0,0.0000
residencia_grupo,desconocido-gr00420,3,2,66.6667
residencia_grupo,desconocido-gr00422,3,1,33.3333
residencia_grupo,desconocido-gr00423,2,0,0.0000
residencia_grupo,desconocido-gr00425,1,0,0.0000
residencia_grupo,desconocido-gr00426,1,0,0.0000
residencia_grupo,desconocido-gr00428,2,2,100.0000
residencia_grupo,desconocido-gr00429,1,0,0.0000
residencia_grupo,desconocido-gr00430,4,1,25.0000
residencia_grupo,desconocido-gr00431,1,0,0.0000
residencia_grupo,desconocido-gr00433,1,1,100.0000
residencia_grupo,desconocido-gr00434,3,0,0.0000
residencia_grupo,desconocido-gr00435,3,1,33.3333
residencia_grupo,desconocido-gr00436,2,1,50.0000
residencia_grupo,desconocido-gr00437,2,1,50.0000
residencia_grupo,desconocido-gr00438,4,2,50.0000
residencia_grupo,desconocido-gr00440,2,0,0.0000
residencia_grupo,desconocido-gr00443,1,0,0.0000
residencia_grupo,desconocido-gr00444,1,0,0.0000
residencia_grupo,desconocido-gr00445,1,0,0.0000
residencia_grupo,desconocido-gr00446,1,0,0.0000
residencia_grupo,desconocido-gr00447,1,0,0.0000
residencia_grupo,desconocido-gr00448,1,0,0.0000
residencia_grupo,desconocido-gr00450,2,0,0.0000
residencia_grupo,desconocido-gr00451,4,0,0.0000
residencia_grupo,desconocido-gr00455,2,1,50.0000
residencia_grupo,desconocido-gr00456,1,1,100.0000
residencia_grupo,desconocido-gr00457,1,0,0.0000
residencia_grupo,desconocido-gr00458,3,2,66.6667
residencia_grupo,desconocido-gr00459,5,1,20.0000
residencia_grupo,desconocido-gr00461,1,0,0.0000
residencia_grupo,desconocido-gr00462,1,1,100.0000
residencia_grupo,desconocido-gr00463,1,0,0.0000
residencia_grupo,desconocido-gr00464,1,1,100.0000
residencia_grupo,desconocido-gr00465,3,0,0.0000
residencia_grupo,desconocido-gr00466,1,0,0.0000
residencia_grupo,desconocido-gr00467,1,0,0.0000
residencia_grupo,desconocido-gr00468,3,2,66.6667
residencia_grupo,desconocido-gr00469,1,1,100.0000
residencia_grupo,desconocido-gr00470,2,0,0.0000
residencia_grupo,desconocido-gr00471,1,0,0.0000
residencia_grupo,desconocido-gr00472,1,1,100.0000
residencia_grupo,desconocido-gr00473,1,0,0.0000
residencia_grupo,desconocido-gr00474,1,0,0.0000
residencia_grupo,desconocido-gr00475,2,0,0.0000
residencia_grupo,desconocido-gr00476,2,0,0.0000
residencia_grupo,desconocido-gr00477,1,1,100.0000
residencia_grupo,desconocido-gr00478,3,0,0.0000
residencia_grupo,desconocido-gr00479,1,0,0.0000
residencia_grupo,desconocido-gr00480,1,1,100.0000
residencia_grupo,desconocido-gr00481,1,1,100.0000
residencia_grupo,desconocido-gr00482,1,1,100.0000
residencia_grupo,desconocido-gr00484,1,1,100.0000
residencia_grupo,desconocido-gr00485,3,0,0.0000
residencia_grupo,desconocido-gr00486,2,0,0.0000
residencia_grupo,desconocido-gr00489,1,1,100.0000
residencia_grupo,desconocido-gr00490,2,0,0.0000
residencia_grupo,desconocido-gr00491,1,1,100.0000
residencia_grupo,desconocido-gr00492,1,1,100.0000
residencia_grupo,desconocido-gr00494,1,0,0.0000
residencia_grupo,desconocido-gr00495,1,1,100.0000
residencia_grupo,desconocido-gr00496,2,0,0.0000
residencia_grupo,desconocido-gr00498,1,0,0.0000
residencia_grupo,desconocido-gr00499,2,2,100.0000
residencia_grupo,desconocido-gr00501,1,0,0.0000
residencia_grupo,desconocido-gr00502,4,1,25.0000
residencia_grupo,desconocido-gr00503,3,0,0.0000
residencia_grupo,desconocido-gr00505,3,2,66.6667
residencia_grupo,desconocido-gr00507,1,0,0.0000
residencia_grupo,desconocido-gr00508,5,1,20.0000
residencia_grupo,desconocido-gr00510,2,0,0.0000
residencia_grupo,desconocido-gr00511,1,1,100.0000
residencia_grupo,desconocido-gr00512,4,1,25.0000
residencia_grupo,desconocido-gr00514,3,0,0.0000
residencia_grupo,desconocido-gr00515,2,0,0.0000
residencia_grupo,desconocido-gr00516,1,1,100.0000
residencia_grupo,desconocido-gr00517,1,1,100.0000
residencia_grupo,desconocido-gr00518,1,1,100.0000
residencia_grupo,desconocido-gr00519,4,0,0.0000
residencia_grupo,desconocido-gr00520,1,0,0.0000
residencia_grupo,desconocido-gr00521,1,0,0.0000
residencia_grupo,desconocido-gr00523,1,0,0.0000
residencia_grupo,desconocido-gr00524,1,0,0.0000
residencia_grupo,desconocido-gr00525,1,0,0.0000
residencia_grupo,desconocido-gr00527,2,0,0.0000
residencia_grupo,desconocido-gr00528,5,0,0.0000
residencia_grupo,desconocido-gr00530,1,0,0.0000
residencia_grupo,desconocido-gr00531,1,0,0.0000
residencia_grupo,desconocido-gr00533,3,0,0.0000
residencia_grupo,desconocido-gr00534,4,1,25.0000
residencia_grupo,desconocido-gr00536,1,0,0.0000
residencia_grupo,desconocido-gr00537,1,0,0.0000
residencia_grupo,desconocido-gr00539,1,1,100.0000
residencia_grupo,desconocido-gr00540,2,1,50.0000
residencia_grupo,desconocido-gr00542,2,0,0.0000
residencia_grupo,desconocido-gr00543,3,0,0.0000
residencia_grupo,desconocido-gr00544,2,1,50.0000
residencia_grupo,desconocido-gr00545,4,0,0.0000
residencia_grupo,desconocido-gr00546,3,1,33.3333
residencia_grupo,desconocido-gr00547,3,0,0.0000
residencia_grupo,desconocido-gr00548,1,1,100.0000
